School Code,School Name,DET Geographic Region,Local Government Area,Centre Type,School Category,State Electorate,Collection Year
58,Gunalda State School,North Coast,Gympie (R),State School,Primary,Maryborough,2017
821,Gundiah State School,North Coast,Fraser Coast (R),State School,Primary,Maryborough,2017
49,Gympie Central State School,North Coast,Gympie (R),State School,Primary,Gympie,2017
482,Gympie East State School,North Coast,Gympie (R),State School,Primary,Gympie,2017
1221,Gympie South State School,North Coast,Gympie (R),State School,Primary,Gympie,2017
3007,Gympie Special School,North Coast,Gympie (R),Special School,Special,Gympie,2017
2007,Gympie State High School,North Coast,Gympie (R),State High School,Secondary,Gympie,2017
560,Gympie West State School,North Coast,Gympie (R),State School,Primary,Gympie,2017
1329,Haden State School,Darling Downs South West,Toowoomba (R),State School,Primary,Nanango,2017
114,Haigslea State School,Metropolitan,Ipswich (C),State School,Primary,Ipswich West,2017
213,Halifax State School,North Queensland,Hinchinbrook (S),State School,Primary,Hinchinbrook,2017
538,Hambledon State School,Far North Queensland,Cairns (R),State School,Primary,Mulgrave,2017
1962,Hamilton Island State School,North Queensland,Whitsunday (R),State School,Primary,Whitsunday,2017
1130,Hamilton State School,Metropolitan,Brisbane (C),State School,Primary,Clayfield,2017
529,Hampden State School,Central Queensland,Mackay (R),State School,Primary,Whitsunday,2017
1849,Hannaford State School,Darling Downs South West,Western Downs (R),State School,Primary,Warrego,2017
843,Happy Valley State School,North Queensland,Mount Isa (C),State School,Primary,Mount Isa,2017
978,Harlaxton State School,Darling Downs South West,Toowoomba (R),State School,Primary,Toowoomba North,2017
902,Harlin State School,Darling Downs South West,Somerset (R),State School,Primary,Nanango,2017
359,Harris Fields State School,South East,Logan (C),State School,Primary,Woodridge,2017
2038,Harristown State High School,Darling Downs South West,Toowoomba (R),State High School,Secondary,Toowoomba South,2017
1292,Harristown State School,Darling Downs South West,Toowoomba (R),State School,Primary,Toowoomba South,2017
621,Harrisville State School,South East,Scenic Rim (R),State School,Primary,Lockyer,2017
390,Hatton Vale State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2017
1060,Hayman Island State School,North Queensland,Whitsunday (R),State School,Primary,Whitsunday,2017
232,Healy State School,North Queensland,Mount Isa (C),State School,Primary,Mount Isa,2017
2120,Heatley Secondary College,North Queensland,Townsville (C),State High School,Secondary,Mundingburra,2017
305,Heatley State School,North Queensland,Townsville (C),State School,Primary,Mundingburra,2017
954,Hebel State School,Darling Downs South West,Balonne (S),State School,Primary,Warrego,2017
2184,Helensvale State High School,South East,Gold Coast (C),State High School,Secondary,Coomera,2017
1929,Helensvale State School,South East,Gold Coast (C),State School,Primary,Coomera,2017
52,Helidon State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2017
33,Hendra State School,Metropolitan,Brisbane (C),State School,Primary,Clayfield,2017
254,Herberton State School,Far North Queensland,Tablelands (R),State School,Combined,Dalrymple,2017
1858,Hercules Road State School,North Coast,Moreton Bay (R),State School,Primary,Murrumba,2017
873,Hermit Park State School,North Queensland,Townsville (C),State School,Primary,Townsville,2017
3057,Hervey Bay Special School,North Coast,Fraser Coast (R),Special School,Special,Hervey Bay,2017
2093,Hervey Bay State High School,North Coast,Fraser Coast (R),State High School,Secondary,Hervey Bay,2017
53,Highfields State School,Darling Downs South West,Toowoomba (R),State School,Primary,Toowoomba North,2017
9340,Highfields State Secondary College,Darling Downs South West,Toowoomba (R),State High School,Secondary,Toowoomba North,2017
6135,Highland Reserve State School,South East,Gold Coast (C),State School,Primary,Albert,2017
1887,Hilder Road State School,Metropolitan,Brisbane (C),State School,Primary,Ashgrove,2017
1986,Hilliard State School,South East,Redland (C),State School,Primary,Capalaba,2017
541,Hillview State School,South East,Scenic Rim (R),State School,Primary,Beaudesert,2017
2125,Holland Park State High School,Metropolitan,Brisbane (C),State High School,Secondary,Greenslopes,2017
1593,Holland Park State School,Metropolitan,Brisbane (C),State School,Primary,Greenslopes,2017
2094,Home Hill State High School,North Queensland,Burdekin (S),State High School,Secondary,Burdekin,2017
1380,Home Hill State School,North Queensland,Burdekin (S),State School,Primary,Burdekin,2017
470,Homebush State School,Central Queensland,Mackay (R),State School,Primary,Mirani,2017
241,Homestead State School,North Queensland,Charters Towers (R),State School,Primary,Dalrymple,2017
345,Howard State School,North Coast,Fraser Coast (R),State School,Primary,Maryborough,2017
388,Hughenden State School,North Queensland,Flinders (S),State School,Combined,Mount Isa,2017
164,Humpybong State School,North Coast,Moreton Bay (R),State School,Primary,Redcliffe,2017
713,Ilfracombe State School,Central Queensland,Longreach (R),State School,Primary,Gregory,2017
1116,Inala State School,Metropolitan,Brisbane (C),State School,Primary,Inala,2017
2034,Indooroopilly State High School,Metropolitan,Brisbane (C),State High School,Secondary,Indooroopilly,2017
585,Indooroopilly State School,Metropolitan,Brisbane (C),State School,Primary,Indooroopilly,2017
2027,Ingham State High School,North Queensland,Hinchinbrook (S),State High School,Secondary,Hinchinbrook,2017
450,Ingham State School,North Queensland,Hinchinbrook (S),State School,Primary,Hinchinbrook,2017
661,Ingleside State School,South East,Gold Coast (C),State School,Primary,Currumbin,2017
55,Inglewood State School,Darling Downs South West,Goondiwindi (R),State School,Combined,Southern Downs,2017
1723,Injune P-10 State School,Darling Downs South West,Maranoa (R),State School,Combined,Warrego,2017
1660,Innisfail East State School,Far North Queensland,Cassowary Coast (R),State School,Primary,Mulgrave,2017
6463,Innisfail State College,Far North Queensland,Cassowary Coast (R),State High School,Secondary,Mulgrave,2017
527,Innisfail State School,Far North Queensland,Cassowary Coast (R),State School,Primary,Mulgrave,2017
59,Ipswich Central State School,Metropolitan,Ipswich (C),State School,Primary,Ipswich,2017
575,Ipswich East State School,Metropolitan,Ipswich (C),State School,Primary,Ipswich,2017
61,Ipswich North State School,Metropolitan,Ipswich (C),State School,Primary,Ipswich West,2017
3018,Ipswich Special School,Metropolitan,Ipswich (C),Special School,Special,Ipswich,2017
2069,Ipswich State High School,Metropolitan,Ipswich (C),State High School,Secondary,Ipswich West,2017
3015,Ipswich West Special School,Metropolitan,Ipswich (C),Special School,Special,Ipswich,2017
366,Ipswich West State School,Metropolitan,Ipswich (C),State School,Primary,Ipswich,2017
108,Ironside State School,Metropolitan,Brisbane (C),State School,Primary,Indooroopilly,2017
519,Irvinebank State School,Far North Queensland,Mareeba (S),State School,Primary,Dalrymple,2017
1721,Isabella State School,Far North Queensland,Cairns (R),State School,Primary,Mulgrave,2017
2063,Isis District State High School,North Coast,Bundaberg (R),State High School,Secondary,Burnett,2017
63,Isisford State School,Central Queensland,Longreach (R),State School,Primary,Gregory,2017
455,Ithaca Creek State School,Metropolitan,Brisbane (C),State School,Primary,Mount Coot-tha,2017
1659,Jambin State School,Central Queensland,Banana (S),State School,Primary,Callide,2017
276,Jamboree Heights State School,Metropolitan,Brisbane (C),State School,Primary,Mount Ommaney,2017
2137,James Nash State High School,North Coast,Gympie (R),State High School,Secondary,Gympie,2017
537,Jandowae Prep-10 State School,Darling Downs South West,Western Downs (R),State School,Combined,Warrego,2017
798,Jarvisfield State School,North Queensland,Burdekin (S),State School,Primary,Burdekin,2017
206,Jericho State School,Central Queensland,Barcaldine (R),State School,Primary,Gregory,2017
604,Jimboomba State School,South East,Logan (C),State School,Primary,Beaudesert,2017
1558,Jimbour State School,Darling Downs South West,Western Downs (R),State School,Primary,Warrego,2017
402,Jindalee State School,Metropolitan,Brisbane (C),State School,Primary,Mount Ommaney,2017
180,Jinibara State School,North Coast,Moreton Bay (R),State School,Primary,Kallangur,2017
64,Jondaryan State School,Darling Downs South West,Toowoomba (R),State School,Primary,Condamine,2017
649,Jones Hill State School,North Coast,Gympie (R),State School,Primary,Gympie,2017
1809,Julatten State School,Far North Queensland,Mareeba (S),State School,Primary,Cook,2017
1289,Julia Creek State School,North Queensland,McKinlay (S),State School,Primary,Mount Isa,2017
514,Junction Park State School,Metropolitan,Brisbane (C),State School,Primary,South Brisbane,2017
910,Jundah State School,Central Queensland,Barcoo (S),State School,Primary,Gregory,2017
1187,Kaimkillenbun State School,Darling Downs South West,Western Downs (R),State School,Primary,Condamine,2017
1279,Kairi State School,Far North Queensland,Tablelands (R),State School,Primary,Dalrymple,2017
1494,Kalamia State School,North Queensland,Burdekin (S),State School,Primary,Burdekin,2017
343,Kalbar State School,South East,Scenic Rim (R),State School,Primary,Beaudesert,2017
277,Kalkie State School,North Coast,Bundaberg (R),State School,Primary,Burnett,2017
605,Kallangur State School,North Coast,Moreton Bay (R),State School,Primary,Kallangur,2017
1478,Kandanga State School,North Coast,Gympie (R),State School,Primary,Gympie,2017
1938,Karalee State School,Metropolitan,Ipswich (C),State School,Primary,Ipswich West,2017
1145,Karara State School,Darling Downs South West,Southern Downs (R),State School,Primary,Southern Downs,2017
449,Karumba State School,North Queensland,Carpentaria (S),State School,Primary,Mount Isa,2017
5653,Kawana Waters State College,North Coast,Sunshine Coast (R),State School,Combined,Kawana,2017
1987,Kawungan State School,North Coast,Fraser Coast (R),State School,Primary,Hervey Bay,2017
2039,Kedron State High School,Metropolitan,Brisbane (C),State High School,Secondary,Clayfield,2017
371,Kedron State School,Metropolitan,Brisbane (C),State School,Primary,Clayfield,2017
2046,Keebra Park State High School,South East,Gold Coast (C),State High School,Secondary,Southport,2017
1960,Kelso State School,North Queensland,Townsville (C),State School,Primary,Thuringowa,2017
2409,Kelvin Grove State College,Metropolitan,Brisbane (C),State School,Combined,Brisbane Central,2017
1309,Kenilworth State Community College,North Coast,Sunshine Coast (R),State School,Primary,Nicklin,2017
1143,Kenmore South State School,Metropolitan,Brisbane (C),State School,Primary,Moggill,2017
2132,Kenmore State High School,Metropolitan,Brisbane (C),State High School,Secondary,Moggill,2017
923,Kenmore State School,Metropolitan,Brisbane (C),State School,Primary,Moggill,2017
868,Kennedy State School,Far North Queensland,Cassowary Coast (R),State School,Primary,Hinchinbrook,2017
710,Kentville State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2017
2095,Kepnock State High School,North Coast,Bundaberg (R),State High School,Secondary,Bundaberg,2017
670,Keppel Sands State School,Central Queensland,Livingstone (S),State School,Primary,Keppel,2017
1707,Kia-Ora State School,North Coast,Gympie (R),State School,Primary,Gympie,2017
2133,Kilcoy State High School,North Coast,Somerset (R),State High School,Secondary,Nanango,2017
679,Kilcoy State School,North Coast,Somerset (R),State School,Primary,Nanango,2017
787,Kilcummin State School,Central Queensland,Isaac (R),State School,Primary,Dalrymple,2017
168,Kilkivan State School,North Coast,Gympie (R),State School,Combined,Callide,2017
163,Killarney P-10 State School,Darling Downs South West,Southern Downs (R),State School,Combined,Southern Downs,2017
1937,Kimberley Park State School,South East,Logan (C),State School,Primary,Springwood,2017
1534,Kin Kin State School,North Coast,Noosa (S),State School,Primary,Gympie,2017
1912,Kin Kora State School,Central Queensland,Gladstone (R),State School,Primary,Gladstone,2017
753,Kindon State School,Darling Downs South West,Goondiwindi (R),State School,Primary,Southern Downs,2017
2044,Kingaroy State High School,Darling Downs South West,South Burnett (R),State High School,Secondary,Nanango,2017
995,Kingaroy State School,Darling Downs South West,South Burnett (R),State School,Primary,Nanango,2017
1274,Kingsthorpe State School,Darling Downs South West,Toowoomba (R),State School,Primary,Condamine,2017
2139,Kingston State College,South East,Logan (C),State High School,Secondary,Woodridge,2017
1348,Kingston State School,South East,Logan (C),State School,Primary,Woodridge,2017
415,Kioma State School,Darling Downs South West,Goondiwindi (R),State School,Primary,Southern Downs,2017
616,Kippa-Ring State School,North Coast,Moreton Bay (R),State School,Primary,Redcliffe,2017
2146,Kirwan State High School,North Queensland,Townsville (C),State High School,Secondary,Thuringowa,2017
1862,Kirwan State School,North Queensland,Townsville (C),State School,Primary,Thuringowa,2017
1078,Kogan State School,Darling Downs South West,Western Downs (R),State School,Primary,Warrego,2017
279,Kolan South State School,North Coast,Bundaberg (R),State School,Primary,Burnett,2017
1780,Koumala State School,Central Queensland,Mackay (R),State School,Primary,Mirani,2017
460,Kowanyama State School,Far North Queensland,Kowanyama (S),State School,Combined,Cook,2017
1878,Kruger State School,Metropolitan,Ipswich (C),State School,Primary,Bundamba,2017
1472,Kulpi State School,Darling Downs South West,Toowoomba (R),State School,Primary,Nanango,2017
1968,Kuluin State School,North Coast,Sunshine Coast (R),State School,Primary,Buderim,2017
1423,Kumbia State School,Darling Downs South West,South Burnett (R),State School,Primary,Nanango,2017
3040,Kuraby Special School,Metropolitan,Brisbane (C),Special School,Special,Stretton,2017
1462,Kuraby State School,Metropolitan,Brisbane (C),State School,Primary,Stretton,2017
5689,Kuranda District State College,Far North Queensland,Mareeba (S),State School,Combined,Barron River,2017
1958,Kurwongbah State School,North Coast,Moreton Bay (R),State School,Primary,Kallangur,2017
443,Labrador State School,South East,Gold Coast (C),State School,Primary,Broadwater,2017
3102,Lady Cilento Children's Hospital School,Metropolitan,Brisbane (C),Special School,Special,South Brisbane,2017
1676,Laidley District State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2017
2163,Laidley State High School,Darling Downs South West,Lockyer Valley (R),State High School,Secondary,Lockyer,2017
1009,Lake Clarendon State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2017
202,Lakeland State School,Far North Queensland,Cook (S),State School,Primary,Cook,2017
67,Lakes Creek State School,Central Queensland,Rockhampton (R),State School,Primary,Keppel,2017
349,Landsborough State School,North Coast,Sunshine Coast (R),State School,Primary,Caloundra,2017
583,Laura State School,Far North Queensland,Cook (S),State School,Primary,Cook,2017
329,Lawnton State School,North Coast,Moreton Bay (R),State School,Primary,Pine Rivers,2017
1148,Leichhardt State School,Metropolitan,Ipswich (C),State School,Primary,Ipswich West,2017
68,Leyburn State School,Darling Downs South West,Southern Downs (R),State School,Primary,Southern Downs,2017
980,Linville State School,Darling Downs South West,Somerset (R),State School,Primary,Nanango,2017
1119,Lochington State School,Central Queensland,Central Highlands (R),State School,Primary,Gregory,2017
505,Lockhart State School,Far North Queensland,Lockhart River (S),State School,Combined,Cook,2017
1061,Lockrose State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2017
2062,Lockyer District State High School,Darling Downs South West,Lockyer Valley (R),State High School,Secondary,Lockyer,2017
3001,Logan City Special School,South East,Logan (C),Special School,Special,Woodridge,2017
69,Logan Reserve State School,South East,Logan (C),State School,Primary,Logan,2017
123,Logan Village State School,South East,Logan (C),State School,Primary,Logan,2017
70,Loganholme State School,South East,Logan (C),State School,Primary,Waterford,2017
2153,Loganlea State High School,South East,Logan (C),State High School,Secondary,Waterford,2017
3611,Longreach School of Distance Education,Central Queensland,Longreach (R),School of Distance Education,Combined,Gregory,2017
2112,Longreach State High School,Central Queensland,Longreach (R),State High School,Secondary,Gregory,2017
711,Longreach State School,Central Queensland,Longreach (R),State School,Primary,Gregory,2017
882,Lota State School,Metropolitan,Brisbane (C),State School,Primary,Lytton,2017
1010,Lower Tully State School,Far North Queensland,Cassowary Coast (R),State School,Primary,Hinchinbrook,2017
1140,Lowmead State School,North Coast,Gladstone (R),State School,Primary,Burnett,2017
2160,Lowood State High School,Metropolitan,Somerset (R),State High School,Secondary,Ipswich West,2017
242,Lowood State School,Metropolitan,Somerset (R),State School,Primary,Ipswich West,2017
418,Lundavra State School,Darling Downs South West,Goondiwindi (R),State School,Primary,Southern Downs,2017
383,Ma Ma Creek State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2017
2161,Mabel Park State High School,South East,Logan (C),State High School,Secondary,Woodridge,2017
356,Mabel Park State School,South East,Logan (C),State School,Primary,Waterford,2017
2124,MacGregor State High School,Metropolitan,Brisbane (C),State High School,Secondary,Sunnybank,2017
192,MacGregor State School,Metropolitan,Brisbane (C),State School,Primary,Sunnybank,2017
758,Machans Beach State School,Far North Queensland,Cairns (R),State School,Primary,Barron River,2017
71,Mackay Central State School,Central Queensland,Mackay (R),State School,Primary,Mackay,2017
3082,Mackay District Special School,Central Queensland,Mackay (R),Special School,Special,Mackay,2017
2096,Mackay North State High School,Central Queensland,Mackay (R),State High School,Secondary,Mackay,2017
746,Mackay North State School,Central Queensland,Mackay (R),State School,Primary,Mackay,2017
7873,Mackay Northern Beaches State High School,Central Queensland,Mackay (R),State High School,Secondary,Whitsunday,2017
2009,Mackay State High School,Central Queensland,Mackay (R),State High School,Secondary,Mackay,2017
501,Mackay West State School,Central Queensland,Mackay (R),State School,Primary,Mackay,2017
101,Mackenzie River State School,Central Queensland,Isaac (R),State School,Primary,Gregory,2017
608,Mackenzie State Primary School,Metropolitan,Brisbane (C),State School,Primary,Mansfield,2017
3012,Mackenzie State Special School,Metropolitan,Brisbane (C),Special School,Special,Mansfield,2017
324,Macknade State School,North Queensland,Hinchinbrook (S),State School,Primary,Hinchinbrook,2017
1959,MacLeay Island State School,South East,Redland (C),State School,Primary,Redlands,2017
1219,Magnetic Island State School,North Queensland,Townsville (C),State School,Primary,Townsville,2017
1214,Maidavale State School,North Queensland,Burdekin (S),State School,Primary,Burdekin,2017
2067,Malanda State High School,Far North Queensland,Tablelands (R),State High School,Secondary,Dalrymple,2017
1396,Malanda State School,Far North Queensland,Tablelands (R),State School,Primary,Dalrymple,2017
2177,Maleny State High School,North Coast,Sunshine Coast (R),State High School,Secondary,Glass House,2017
1390,Maleny State School,North Coast,Sunshine Coast (R),State School,Primary,Glass House,2017
7575,Mango Hill State School,North Coast,Moreton Bay (R),State School,Primary,Murrumba,2017
1222,Manly State School,Metropolitan,Brisbane (C),State School,Primary,Lytton,2017
264,Manly West State School,Metropolitan,Brisbane (C),State School,Primary,Lytton,2017
2059,Mansfield State High School,Metropolitan,Brisbane (C),State High School,Secondary,Mansfield,2017
143,Mansfield State School,Metropolitan,Brisbane (C),State School,Primary,Mansfield,2017
878,Mapleton State School,North Coast,Sunshine Coast (R),State School,Primary,Nicklin,2017
320,Marburg State School,Metropolitan,Ipswich (C),State School,Primary,Ipswich West,2017
2058,Mareeba State High School,Far North Queensland,Mareeba (S),State High School,Secondary,Cook,2017
653,Mareeba State School,Far North Queensland,Mareeba (S),State School,Primary,Cook,2017
518,Marian State School,Central Queensland,Mackay (R),State School,Primary,Mirani,2017
1584,Marlborough State School,Central Queensland,Livingstone (S),State School,Primary,Mirani,2017
1122,Marmor State School,Central Queensland,Rockhampton (R),State School,Primary,Mirani,2017
2097,Maroochydore State High School,North Coast,Sunshine Coast (R),State High School,Secondary,Maroochydore,2017
1711,Maroochydore State School,North Coast,Sunshine Coast (R),State School,Primary,Maroochydore,2017
640,Maroon State School,South East,Scenic Rim (R),State School,Primary,Beaudesert,2017
1251,Maroondan State School,North Coast,Bundaberg (R),State School,Primary,Callide,2017
2176,Marsden State High School,South East,Logan (C),State High School,Secondary,Waterford,2017
1875,Marsden State School,South East,Logan (C),State School,Primary,Woodridge,2017
708,Marshall Road State School,Metropolitan,Brisbane (C),State School,Primary,Greenslopes,2017
465,Mary Valley State College,North Coast,Gympie (R),State School,Combined,Gympie,2017
72,Maryborough Central State School,North Coast,Fraser Coast (R),State School,Primary,Maryborough,2017
3017,Maryborough Special School,North Coast,Fraser Coast (R),Special School,Special,Maryborough,2017
2020,Maryborough State High School,North Coast,Fraser Coast (R),State High School,Secondary,Maryborough,2017
485,Maryborough West State School,North Coast,Fraser Coast (R),State School,Primary,Maryborough,2017
1389,Maryvale State School,Darling Downs South West,Southern Downs (R),State School,Primary,Southern Downs,2017
1090,Mayfield State School,Metropolitan,Brisbane (C),State School,Primary,Chatsworth,2017
1400,McDonnell Creek State School,Far North Queensland,Cairns (R),State School,Primary,Mulgrave,2017
378,McDowall State School,Metropolitan,Brisbane (C),State School,Primary,Everton,2017
1394,McIlwraith State School,North Coast,Bundaberg (R),State School,Primary,Callide,2017
1473,Meandarra State School,Darling Downs South West,Western Downs (R),State School,Primary,Warrego,2017
1673,Mena Creek State School,Far North Queensland,Cassowary Coast (R),State School,Primary,Hinchinbrook,2017
1733,Meridan State College,North Coast,Sunshine Coast (R),State School,Combined,Kawana,2017
806,Merinda State School,North Queensland,Whitsunday (R),State School,Primary,Burdekin,2017
179,Meringandan State School,Darling Downs South West,Toowoomba (R),State School,Primary,Nanango,2017
2147,Merrimac State High School,South East,Gold Coast (C),State High School,Secondary,Mermaid Beach,2017
1586,Merrimac State School,South East,Gold Coast (C),State School,Primary,Mudgeeraba,2017
1291,Miallo State School,Far North Queensland,Douglas (S),State School,Primary,Cook,2017
2086,Miami State High School,South East,Gold Coast (C),State High School,Secondary,Burleigh,2017
1890,Miami State School,South East,Gold Coast (C),State School,Primary,Burleigh,2017
1969,Middle Park State School,Metropolitan,Brisbane (C),State School,Primary,Mount Ommaney,2017
414,Middle Ridge State School,Darling Downs South West,Toowoomba (R),State School,Primary,Toowoomba South,2017
1905,Middlemount Community School,Central Queensland,Isaac (R),State School,Combined,Mirani,2017
2144,Miles State High School,Darling Downs South West,Western Downs (R),State High School,Secondary,Warrego,2017
341,Miles State School,Darling Downs South West,Western Downs (R),State School,Primary,Warrego,2017
771,Millaa Millaa State School,Far North Queensland,Tablelands (R),State School,Primary,Dalrymple,2017
867,Millaroo State School,North Queensland,Burdekin (S),State School,Primary,Burdekin,2017
157,Millchester State School,North Queensland,Charters Towers (R),State School,Primary,Dalrymple,2017
176,Millmerran State School,Darling Downs South West,Toowoomba (R),State School,Combined,Southern Downs,2017
1120,Milman State School,Central Queensland,Livingstone (S),State School,Primary,Mirani,2017
2024,Milpera State High School,Metropolitan,Brisbane (C),State High School,Secondary,Indooroopilly,2017
551,Milton State School,Metropolitan,Brisbane (C),State School,Primary,Mount Coot-tha,2017
294,Minden State School,Metropolitan,Somerset (R),State School,Primary,Ipswich West,2017
265,Minimbah State School,North Coast,Moreton Bay (R),State School,Primary,Morayfield,2017
2117,Mirani State High School,Central Queensland,Mackay (R),State High School,Secondary,Mirani,2017
658,Mirani State School,Central Queensland,Mackay (R),State School,Primary,Mirani,2017
792,Miriam Vale State School,Central Queensland,Gladstone (R),State School,Combined,Burnett,2017
1382,Mirriwinni State School,Far North Queensland,Cairns (R),State School,Primary,Mulgrave,2017
1324,Mission Beach State School,Far North Queensland,Cassowary Coast (R),State School,Primary,Hinchinbrook,2017
1919,Mistake Creek State School,Central Queensland,Isaac (R),State School,Primary,Gregory,2017
27,Mitchell State School,Darling Downs South West,Maranoa (R),State School,Combined,Warrego,2017
3005,Mitchelton Special School,Metropolitan,Brisbane (C),Special School,Special,Everton,2017
2040,Mitchelton State High School,Metropolitan,Brisbane (C),State High School,Secondary,Ashgrove,2017
1538,Mitchelton State School,Metropolitan,Brisbane (C),State School,Primary,Ashgrove,2017
701,Moffatdale State School,Darling Downs South West,South Burnett (R),State School,Primary,Callide,2017
73,Moggill State School,Metropolitan,Brisbane (C),State School,Primary,Moggill,2017
417,Monkland State School,North Coast,Gympie (R),State School,Primary,Gympie,2017
1513,Monogorilby State School,Darling Downs South West,North Burnett (R),State School,Primary,Callide,2017
2098,Monto State High School,Central Queensland,North Burnett (R),State High School,Secondary,Callide,2017
1831,Monto State School,Central Queensland,North Burnett (R),State School,Primary,Callide,2017
776,Montville State School,North Coast,Sunshine Coast (R),State School,Primary,Glass House,2017
1818,Mooloolaba State School,North Coast,Sunshine Coast (R),State School,Primary,Maroochydore,2017
309,Mooloolah State School,North Coast,Sunshine Coast (R),State School,Primary,Caloundra,2017
511,Moonie State School,Darling Downs South West,Western Downs (R),State School,Primary,Warrego,2017
1739,Moore Park State School,North Coast,Bundaberg (R),State School,Primary,Burnett,2017
1637,Moorooka State School,Metropolitan,Brisbane (C),State School,Primary,Yeerongpilly,2017
1908,Moranbah East State School,Central Queensland,Isaac (R),State School,Primary,Dalrymple,2017
2135,Moranbah State High School,Central Queensland,Isaac (R),State High School,Secondary,Dalrymple,2017
896,Moranbah State School,Central Queensland,Isaac (R),State School,Primary,Dalrymple,2017
1985,Morayfield East State School,North Coast,Moreton Bay (R),State School,Primary,Morayfield,2017
2154,Morayfield State High School,North Coast,Moreton Bay (R),State High School,Secondary,Morayfield,2017
125,Morayfield State School,North Coast,Moreton Bay (R),State School,Primary,Morayfield,2017
1753,Moreton Downs State School,North Coast,Moreton Bay (R),State School,Primary,Murrumba,2017
1803,Morningside State School,Metropolitan,Brisbane (C),State School,Primary,Bulimba,2017
291,Mornington Island State School,North Queensland,Mornington (S),State School,Combined,Mount Isa,2017
525,Morven State School,Darling Downs South West,Murweh (S),State School,Primary,Warrego,2017
2002,Mossman State High School,Far North Queensland,Douglas (S),State High School,Secondary,Cook,2017
167,Mossman State School,Far North Queensland,Douglas (S),State School,Primary,Cook,2017
381,Mount Alford State School,South East,Scenic Rim (R),State School,Primary,Beaudesert,2017
1914,Mount Archer State School,Central Queensland,Rockhampton (R),State School,Primary,Keppel,2017
284,Mount Cotton State School,South East,Redland (C),State School,Primary,Redlands,2017
267,Mount Crosby State School,Metropolitan,Brisbane (C),State School,Primary,Moggill,2017
1975,Mount Fox State School,North Queensland,Hinchinbrook (S),State School,Primary,Hinchinbrook,2017
944,Mount Garnet State School,Far North Queensland,Tablelands (R),State School,Primary,Dalrymple,2017
660,Mount Gravatt East State School,Metropolitan,Brisbane (C),State School,Primary,Mansfield,2017
2056,Mount Gravatt State High School,Metropolitan,Brisbane (C),State High School,Secondary,Greenslopes,2017
198,Mount Gravatt State School,Metropolitan,Brisbane (C),State School,Primary,Greenslopes,2017
1067,Mount Isa Central State School,North Queensland,Mount Isa (C),State School,Primary,Mount Isa,2017
3604,Mount Isa School of the Air,North Queensland,Mount Isa (C),School of Distance Education,Combined,Mount Isa,2017
3004,Mount Isa Special School,North Queensland,Mount Isa (C),Special School,Special,Mount Isa,2017
1166,Mount Kilcoy State School,North Coast,Somerset (R),State School,Primary,Nanango,2017
300,Mount Larcom State School,Central Queensland,Gladstone (R),State School,Combined,Gladstone,2017
1189,Mount Marrow State School,Metropolitan,Ipswich (C),State School,Primary,Ipswich West,2017
690,Mount Mee State School,North Coast,Moreton Bay (R),State School,Primary,Glass House,2017
1109,Mount Molloy State School,Far North Queensland,Mareeba (S),State School,Primary,Cook,2017
526,Mount Morgan Central State School,Central Queensland,Rockhampton (R),State School,Primary,Mirani,2017
2010,Mount Morgan State High School,Central Queensland,Rockhampton (R),State High School,Secondary,Mirani,2017
1511,Mount Murchison State School,Central Queensland,Banana (S),State School,Primary,Callide,2017
737,Mount Nebo State School,Metropolitan,Moreton Bay (R),State School,Primary,Ferny Grove,2017
3088,Mount Ommaney Special School,Metropolitan,Brisbane (C),Special School,Special,Mount Ommaney,2017
75,Mount Perry State School,Central Queensland,North Burnett (R),State School,Primary,Callide,2017
377,Mount Samson State School,North Coast,Moreton Bay (R),State School,Primary,Ferny Grove,2017
1531,Mount Surprise State School,Far North Queensland,Etheridge (S),State School,Primary,Mount Isa,2017
464,Mount Sylvia State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2017
1111,Mount Tarampa State School,Metropolitan,Somerset (R),State School,Primary,Nanango,2017
1037,Mount Tyson State School,Darling Downs South West,Toowoomba (R),State School,Primary,Condamine,2017
1906,Mount Warren Park State School,South East,Logan (C),State School,Primary,Albert,2017
495,Mount Whitestone State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2017
2190,Mountain Creek State High School,North Coast,Sunshine Coast (R),State High School,Secondary,Buderim,2017
1999,Mountain Creek State School,North Coast,Sunshine Coast (R),State School,Primary,Buderim,2017
2136,Moura State High School,Central Queensland,Banana (S),State High School,Secondary,Callide,2017
932,Moura State School,Central Queensland,Banana (S),State School,Primary,Callide,2017
957,Mourilyan State School,Far North Queensland,Cassowary Coast (R),State School,Primary,Hinchinbrook,2017
159,Mudgeeraba Creek State School,South East,Gold Coast (C),State School,Primary,Mudgeeraba,2017
