School_No,School_Name,School_Type,Suburb,State,Postcode,Phone_No,LGA_ID,LGA_Name,Latitude,Longtitude,Education_Sector,Entity_Type,Address
848,St Joseph's School,Primary,QUARRY HILL,VIC,3550,03 5443 2108,262,Greater Bendigo (C),144.2783507,-36.76941637,Catholic,2,Gladstone Street
879,Firbank Grammar School,Pri/Sec,BRIGHTON,VIC,3186,03 9591 5188,91,Bayside (C),144.996936,-37.906118,Independent,2,51 Outer Crescent
909,St John's School,Primary,HEIDELBERG,VIC,3084,03 9459 2963,66,Banyule (C),145.066548,-37.757641,Catholic,2,55 Cape Street
914,Our Lady of Mercy College,Secondary,HEIDELBERG,VIC,3084,03 9459 2511,66,Banyule (C),145.067586,-37.75793,Catholic,2,52 Cape Street PO Box 293
915,St Joseph's School,Primary,BRUNSWICK WEST,VIC,3055,03 9385 9800,525,Moreland (C),144.942984,-37.762289,Catholic,2,185 Hope Street
923,St Brigid's School,Primary,MORDIALLOC,VIC,3195,03 9580 4518,343,Kingston (C),145.091778,-38.00804,Catholic,2,129 Albert Street PO Box 5442
924,St Columba's School,Primary,BALLARAT NORTH,VIC,3350,03 5332 4894,57,Ballarat (C),143.860072,-37.545906,Catholic,2,306 Howard Street
928,Ballarat Grammar,Pri/Sec,WENDOUREE,VIC,3355,03 5338 0700,57,Ballarat (C),143.83083,-37.539237,Independent,2,201 Forest Street
931,Our Lady Help of Christians School,Primary,BRUNSWICK EAST,VIC,3057,03 9380 5050,525,Moreland (C),144.977856,-37.776342,Catholic,2,26 Miller Street
932,St Anthony's School,Primary,GLEN HUNTLY,VIC,3163,03 9563 6780,231,Glen Eira (C),145.047103,-37.886893,Catholic,2,172 Neerim Road
935,St Mary's School,Primary,DANDENONG,VIC,3175,03 9791 7650,267,Greater Dandenong (C),145.220836,-37.990671,Catholic,2,20-24 New Street
937,Sacred Heart School,Primary,SANDRINGHAM,VIC,3191,03 9598 9322,91,Bayside (C),145.008552,-37.951476,Catholic,2,11 Fernhill Road Nth
950,St Joseph's School,Primary,WONTHAGGI,VIC,3995,03 5672 1052,74,Bass Coast (S),145.603409,-38.600863,Catholic,2,94 Korumburra Road PO Box 182
954,St Mary's School,Primary,ASCOT VALE,VIC,3032,03 9370 1194,506,Moonee Valley (C),144.911269,-37.773836,Catholic,2,74 Roseberry Street
955,St Joseph's School,Primary,KERANG,VIC,3579,03 5452 1426,225,Gannawarra (S),143.9178066,-35.72545537,Catholic,2,Nolan Street PO Box 461
956,De La Salle College,Pri/Sec,MALVERN,VIC,3144,03 9508 2100,635,Stonnington (C),145.032183,-37.857677,Catholic,2,1318 High Street
962,St Margaret Mary's School,Primary,BRUNSWICK NORTH,VIC,3056,03 9383 6699,525,Moreland (C),144.96825,-37.758632,Catholic,2,47-49 Mitchell Street
971,The Hamilton and Alexandra College,Pri/Sec,HAMILTON,VIC,3300,03 5572 1355,626,Southern Grampians (S),142.024214,-37.737198,Independent,2,1 Chaucer Street PO Box 286
981,St Francis Xavier School,Primary,BALLARAT EAST,VIC,3350,03 5331 6311,57,Ballarat (C),143.902992,-37.561608,Catholic,2,Fortune Street PO Box 2027 Ballarat Mail Centre
991,St Laurence O'Toole School,Primary,LEONGATHA,VIC,3953,03 5662 2192,617,South Gippsland (S),145.954298,-38.47894,Catholic,2,33-35 Ogilvy Street Private Bag 9
999,St Joseph's School,Primary,KORUMBURRA,VIC,3950,03 5655 2040,617,South Gippsland (S),145.8223161,-38.43604262,Catholic,2,1-3 Bridge Street
1003,Westbourne Grammar School,Primary,NEWPORT,VIC,3015,03 9731 9555,311,Hobsons Bay (C),144.894928,-37.850191,Independent,2,67 The Strand PO Box 37
1004,Ivanhoe Grammar School,Pri/Sec,IVANHOE,VIC,3079,03 9490 1877,66,Banyule (C),145.044477,-37.772515,Independent,2,The Ridgeway PO Box 91
1013,St Brigid's School,Primary,HEALESVILLE,VIC,3777,03 5962 4200,745,Yarra Ranges (S),145.5157966,-37.65867854,Catholic,2,1 High Street PO Box 1677
1015,St James School,Primary,NAR NAR GOON,VIC,3812,03 5942 5404,145,Cardinia (S),145.5731875,-38.07303246,Catholic,2,60 Nar Nar Goon Road PO Box 207
1021,Scotch College,Pri/Sec,HAWTHORN,VIC,3122,03 9810 4321,111,Boroondara (C),145.032288,-37.833922,Independent,2,1 Morrison Street
1024,St Mary's School,Primary,MALVERN EAST,VIC,3145,03 9571 1358,635,Stonnington (C),145.052923,-37.873016,Catholic,2,91 Manning Road
1025,St Leonard's College,Pri/Sec,BRIGHTON EAST,VIC,3187,03 9909 9300,91,Bayside (C),145.007554,-37.928631,Independent,2,163 South Rd
1033,Holy Rosary School,Primary,KENSINGTON,VIC,3031,03 9376 9455,460,Melbourne (C),144.92878,-37.795584,Catholic,2,37 Gower Street PO Box 1192
1036,St Aloysius' School,Primary,QUEENSCLIFF,VIC,3225,03 5258 1736,608,Queenscliffe (B),144.6553031,-38.26868368,Catholic,2,34 Stevens Street
1041,St Anthony's School,Primary,ALPHINGTON,VIC,3078,03 9489 7936,189,Darebin (C),145.020362,-37.780069,Catholic,2,52 Austin Street
1045,St Joseph's School,Primary,MALVERN,VIC,3144,03 9509 3092,635,Stonnington (C),145.031163,-37.858069,Catholic,2,49 Stanhope Street
1058,St Mary's School,Primary,YARRAM,VIC,3971,03 5182 5659,681,Wellington (S),146.675973,-38.556897,Catholic,2,5 Buckley Street
1067,Holy Rosary School,Primary,WHITE HILLS,VIC,3550,03 5448 4280,262,Greater Bendigo (C),144.310571,-36.724874,Catholic,2,556 Napier Street
1070,St Columba's School,Primary,ELWOOD,VIC,3184,03 9531 6560,590,Port Phillip (C),144.981123,-37.88253,Catholic,2,24 Glenhuntly Road
1072,Our Lady of the Rosary,Primary,KYNETON,VIC,3444,03 5422 2056,413,Macedon Ranges (S),144.4621207,-37.25051173,Catholic,2,43-47 Edgecombe Street PO Box 748
1080,Tintern Grammar,Pri/Sec,RINGWOOD EAST,VIC,3135,03 9845 7777,441,Maroondah (C),145.25669,-37.815515,Independent,2,90 Alexandra Road
1084,St Mary's School,Primary,SWAN HILL,VIC,3585,03 5033 2541,661,Swan Hill (RC),143.5455991,-35.32846453,Catholic,2,2 Murlong Street PO Box 727
1086,Toorak College,Pri/Sec,MT ELIZA,VIC,3930,03 9788 7200,534,Mornington Peninsula (S),145.093465,-38.172264,Independent,2,73 Old Mornington Road PO Box 150
1097,St Mary's School,Primary,HASTINGS,VIC,3915,03 5979 1959,534,Mornington Peninsula (S),145.1916974,-38.30344093,Catholic,2,69 Marine Parade PO Box 421
1099,St Brendan's School,Primary,CORAGULAC,VIC,3249,03 5233 1464,175,Colac-Otway (S),143.518801,-38.270651,Catholic,2,727 Corangamite Lake Road
1101,Our Lady of the Immaculate Conception School,Primary,SUNSHINE,VIC,3020,03 9312 2230,118,Brimbank (C),144.835562,-37.78945,Catholic,2,32 Station Place
1108,St Mary's School,Primary,THORNBURY,VIC,3071,03 9484 5333,189,Darebin (C),145.001658,-37.75684,Catholic,2,2 Mansfield Street PO Box 1010
1109,St John's School,Primary,DENNINGTON,VIC,3280,03 5562 5362,673,Warrnambool (C),142.446138,-38.3515,Catholic,2,263 Russell Street
1116,St Catherine's School,Pri/Sec,TOORAK,VIC,3142,03 9822 1285,635,Stonnington (C),145.021269,-37.838296,Independent,2,17 Heyington Place
1117,Lowther Hall Anglican Grammar School,Pri/Sec,ESSENDON,VIC,3040,03 9325 5000,506,Moonee Valley (C),144.914974,-37.759908,Independent,2,17 Leslie Road PO Box 178
1122,St Brigid's College,Secondary,HORSHAM,VIC,3400,03 5382 3545,319,Horsham (RC),142.207946,-36.717313,Catholic,2,97 Robinson Street PO Box 542
1130,St Aloysius' School,Primary,CAULFIELD,VIC,3161,03 9532 9416,231,Glen Eira (C),145.025531,-37.87345,Catholic,2,Cromwell Street
1134,St Joan of Arc School,Primary,BRIGHTON,VIC,3186,03 9592 3840,91,Bayside (C),144.994149,-37.92011,Catholic,2,30 Dendy Street
1136,St John's School,Primary,EUROA,VIC,3666,03 5795 2937,643,Strathbogie (S),145.569867,-36.75337,Catholic,2,37 Anderson Street
1144,Penleigh & Essendon Grammar School,Pri/Sec,KEILOR EAST,VIC,3033,03 9016 2000,506,Moonee Valley (C),144.870337,-37.732154,Independent,2,163 Rachelle Road PO Box 417
1146,St John's School,Primary,FOOTSCRAY,VIC,3011,03 9687 3150,433,Maribyrnong (C),144.885221,-37.795825,Catholic,2,34 Essex Street
1152,St Joseph's School,Primary,COBRAM,VIC,3644,03 5872 1573,490,Moira (S),145.653746,-35.917069,Catholic,2,Broadway Street PO Box 900
1163,Shelford Girls' Grammar,Pri/Sec,CAULFIELD,VIC,3161,03 9524 7333,231,Glen Eira (C),145.011318,-37.877908,Independent,2,3 Hood Crescent
1164,Mary Immaculate School,Primary,IVANHOE,VIC,3079,03 9497 1827,66,Banyule (C),145.038756,-37.771941,Catholic,2,9 Rockbeare Grove PO Box 290
1173,St Joseph's School,Primary,NAGAMBIE,VIC,3608,03 5794 2608,643,Strathbogie (S),145.154053,-36.78161,Catholic,2,367 High Street
1176,Our Lady of Lourdes School,Primary,PRAHRAN EAST,VIC,3181,03 9510 6688,635,Stonnington (C),145.009457,-37.852457,Catholic,2,7 Wynnstay Road
1177,St Joseph's School,Primary,ORBOST,VIC,3888,03 5154 1289,211,East Gippsland (S),148.455631,-37.709168,Catholic,2,4-8 Raymond Street PO Box 317
1183,Mentone Grammar School,Pri/Sec,MENTONE,VIC,3194,03 9584 4211,343,Kingston (C),145.068124,-37.987688,Independent,2,63 Venice Street
1187,Ivanhoe Girls' Grammar School,Pri/Sec,IVANHOE,VIC,3079,03 9490 6222,66,Banyule (C),145.046721,-37.765273,Independent,2,123 Marshall St
1188,St Mary's School,Primary,MYRTLEFORD,VIC,3737,03 5752 1808,11,Alpine (S),146.7269257,-36.55357176,Catholic,2,43 O'Donnell Avenue PO Box 320
1189,Carey Baptist Grammar School,Pri/Sec,KEW,VIC,3101,03 9816 1222,111,Boroondara (C),145.047817,-37.814784,Independent,2,349 Barkers Road
1190,Kilvington Grammar School,Pri/Sec,ORMOND,VIC,3204,03 9578 6231,231,Glen Eira (C),145.041216,-37.899519,Independent,2,2 Leila Road PO Box 144
1191,Haileybury College,Pri/Sec,KEYSBOROUGH,VIC,3173,03 9213 2222,267,Greater Dandenong (C),145.14643,-37.995979,Independent,2,855 Springvale Rd
1193,St Therese's School,Primary,ESSENDON,VIC,3040,03 9374 6100,506,Moonee Valley (C),144.910309,-37.751111,Catholic,2,25-31 Edward Street
1196,Sacred Heart School,Primary,YEA,VIC,3717,03 5797 2723,562,Murrindindi (S),145.424612,-37.21454695,Catholic,2,5 The Parade PO Box 100
1206,Our Lady of Good Counsel School,Primary,DEEPDENE,VIC,3103,03 9817 5744,111,Boroondara (C),145.06279,-37.811081,Catholic,2,52 Deepdene Road
1209,Strathcona Baptist Girls' Grammar,Pri/Sec,CANTERBURY,VIC,3126,03 8779 7500,111,Boroondara (C),145.080366,-37.829176,Independent,2,34 Scott Street
1212,St Kevin's School,Primary,ORMOND,VIC,3204,03 9578 1182,231,Glen Eira (C),145.038799,-37.904399,Catholic,2,Glen Orme Avenue 76 Glen Orme Avenue
1213,Mentone Girls' Grammar School,Pri/Sec,MENTONE,VIC,3194,03 9581 1200,343,Kingston (C),145.063465,-37.989375,Independent,2,11 Mentone Parade PO Box 42
1217,St Joseph's School,Primary,CHELSEA,VIC,3196,03 9772 8251,343,Kingston (C),145.118591,-38.055435,Catholic,2,362 Station Street
1218,Gippsland Grammar,Pri/Sec,SALE,VIC,3850,03 5143 6388,681,Wellington (S),147.064627,-38.093651,Independent,2,417 York Street PO Box 465
1221,St Finbar's School,Primary,BRIGHTON EAST,VIC,3187,03 9592 4479,91,Bayside (C),145.017464,-37.916284,Catholic,2,90 Centre Road
1226,Loreto Mandeville Hall,Pri/Sec,TOORAK,VIC,3142,03 9823 8100,635,Stonnington (C),145.014892,-37.848193,Catholic,2,10 Mandeville Crescent
1229,St Dominic's School,Primary,CAMBERWELL EAST,VIC,3124,03 9836 8300,111,Boroondara (C),145.083836,-37.838918,Catholic,2,145 Highfield Road
1231,St Mary's School,Primary,HAMPTON,VIC,3188,03 9521 9335,91,Bayside (C),145.000898,-37.933052,Catholic,2,59 Holyrood Street
1252,Holy Rosary School,Primary,HEATHCOTE,VIC,3523,03 5433 2057,262,Greater Bendigo (C),144.701109,-36.917678,Catholic,2,18 Pohlman Street
1253,St Mary's School,Primary,COHUNA,VIC,3568,03 5456 2062,225,Gannawarra (S),144.218544,-35.808233,Catholic,2,45-49 King Edward Street PO Box 251
1258,Camberwell Grammar School,Pri/Sec,CANTERBURY,VIC,3126,03 9835 1777,111,Boroondara (C),145.066407,-37.816093,Independent,2,55 Mont Albert Road PO Box 151
1260,St Joseph's School,Primary,CRIB POINT,VIC,3919,03 5983 9374,534,Mornington Peninsula (S),145.202806,-38.361465,Catholic,2,17 Martin Street
1262,Brighton Grammar School,Pri/Sec,BRIGHTON,VIC,3186,03 8591 2200,91,Bayside (C),144.993524,-37.911108,Independent,2,90 Outer Crescent
1265,St Fidelis' School,Primary,MORELAND,VIC,3058,03 9383 3600,525,Moreland (C),144.951561,-37.74984,Catholic,2,52 Saunders Street
1267,Huntingtower School,Pri/Sec,MT WAVERLEY,VIC,3149,03 9807 8888,497,Monash (C),145.136288,-37.876741,Independent,2,77 Waimarie Drive PO Box 192
1272,St Francis Xavier's School,Primary,BOX HILL,VIC,3128,03 9890 1108,698,Whitehorse (C),145.131493,-37.818494,Catholic,2,1087 Whitehorse Road
1273,St Mary's School,Primary,ALTONA,VIC,3018,03 9398 4842,311,Hobsons Bay (C),144.828375,-37.866658,Catholic,2,95A Railway Street PO Box 63
1275,Our Lady Help of Christians School,Primary,ELTHAM,VIC,3095,03 9439 7824,571,Nillumbik (S),145.147912,-37.716123,Catholic,2,1-13 Henry Street
1277,Our Lady of the Sacred Heart School,Primary,MERBEIN,VIC,3505,03 5025 2258,478,Mildura (RC),142.053086,-34.166857,Catholic,2,18 Box Street PO Box 416
1280,St Francis Xavier School,Primary,FRANKSTON,VIC,3199,03 9783 3424,217,Frankston (C),145.1262013,-38.14879945,Catholic,2,8 Park Street PO Box 5159
1287,Our Lady of Sion College,Secondary,BOX HILL,VIC,3128,03 9890 9097,698,Whitehorse (C),145.129918,-37.818348,Catholic,2,1065 Whitehorse Road PO Box 254
1289,St Gabriel's School,Primary,RESERVOIR,VIC,3073,03 9469 3513,189,Darebin (C),145.005121,-37.718019,Catholic,2,237 Spring Street
1291,St Paul's School,Primary,BENTLEIGH,VIC,3204,03 9557 7130,231,Glen Eira (C),145.041466,-37.922826,Catholic,2,122 Jasper Road
1292,St Joseph's School,Primary,BLACK ROCK,VIC,3193,03 9589 4685,91,Bayside (C),145.023164,-37.975915,Catholic,2,544 Balcombe Road
1299,Salesian College,Secondary,SUNBURY,VIC,3429,03 9744 0000,327,Hume (C),144.73903,-37.572644,Catholic,2,Rupertswood1 Macedon Street
1301,St Patrick's School,Primary,STRATFORD,VIC,3862,03 5145 6463,681,Wellington (S),147.077678,-37.96726,Catholic,2,2 Merrick Street
1304,Kingswood College,Pri/Sec,BOX HILL,VIC,3128,03 9896 1700,698,Whitehorse (C),145.118628,-37.832777,Independent,2,355 Station Street
1309,St Joseph's School,Primary,TRAFALGAR,VIC,3824,03 5633 1151,83,Baw Baw (S),146.152194,-38.20721,Catholic,2,58 Waterloo Road Private Bag 3
1310,St Patrick's School,Primary,MURRUMBEENA,VIC,3163,03 9569 7487,231,Glen Eira (C),145.065265,-37.901775,Catholic,2,3 Dalny Road
1311,St Roch's School,Primary,GLEN IRIS,VIC,3146,03 9885 7704,635,Stonnington (C),145.052313,-37.857364,Catholic,2,Glenvale Road
1312,Holy Eucharist School,Primary,MALVERN EAST,VIC,3145,03 9571 8007,635,Stonnington (C),145.069593,-37.884254,Catholic,2,1241 Dandenong Road
1316,St Margaret's School,Pri/Sec,BERWICK,VIC,3806,03 9703 8111,161,Casey (C),145.346545,-38.035346,Independent,2,27-47 Gloucester Ave PO Box 138
1322,Camberwell Girls Grammar School,Pri/Sec,CANTERBURY,VIC,3126,03 9813 1166,111,Boroondara (C),145.059705,-37.818211,Independent,2,2 Torrington Street
1328,St Anne's School,Primary,KEW EAST,VIC,3102,03 9859 4116,111,Boroondara (C),145.049813,-37.79538,Catholic,2,7-19 Beresford Street
1342,Our Lady of Perpetual Help School,Primary,RINGWOOD,VIC,3134,03 9870 7227,441,Maroondah (C),145.232182,-37.816423,Catholic,2,2 Wilana Street
1343,St Francis Xavier's School,Primary,MONTMORENCY,VIC,3094,03 9435 8474,66,Banyule (C),145.1265613,-37.71600768,Catholic,2,90 Mayona Road
1347,St Joseph's School,Primary,SORRENTO,VIC,3943,03 5984 1291,534,Mornington Peninsula (S),144.741801,-38.340472,Catholic,2,Constitution Hill Road
1354,St Cecilia's School,Primary,GLEN IRIS,VIC,3146,03 9809 2142,111,Boroondara (C),145.064602,-37.850094,Catholic,2,4 Van Ness Avenue
1368,St Joseph's School,Primary,ELSTERNWICK,VIC,3185,03 9528 1614,231,Glen Eira (C),145.005287,-37.88251,Catholic,2,28 Sandham Street PO Box 511
1373,St Joseph's School,Primary,RED CLIFFS,VIC,3496,03 5024 1654,478,Mildura (RC),142.187959,-34.30235,Catholic,2,17 Fitzroy Avenue
1377,"Preshil, The Margaret Lyttle Memorial School",Pri/Sec,KEW,VIC,3101,03 9817 6135,111,Boroondara (C),145.052212,-37.815934,Independent,2,395 Barkers Road P.O. Box 252
1383,St Peter's School,Primary,EPPING,VIC,3076,03 9401 1157,707,Whittlesea (C),145.027548,-37.650542,Catholic,2,32 Wedge Street
1386,Santa Maria College,Secondary,NORTHCOTE,VIC,3070,03 9489 7644,189,Darebin (C),145.00248,-37.770356,Catholic,2,50 Separation Street PO Box 679
1393,Sacred Heart School,Primary,OAKLEIGH,VIC,3166,03 8574 4500,497,Monash (C),145.086915,-37.901835,Catholic,2,2 Mora Avenue
1398,St Mark's School,Primary,FAWKNER,VIC,3060,03 9359 6463,525,Moreland (C),144.963618,-37.716278,Catholic,2,118 Argyle Street
1406,St John the Baptist School,Primary,FERNTREE GULLY,VIC,3156,03 9758 1013,367,Knox (C),145.295174,-37.887382,Catholic,2,17 Forest Road
1407,St John's School,Primary,MITCHAM,VIC,3132,03 9874 1575,698,Whitehorse (C),145.190401,-37.817445,Catholic,2,490 Whitehorse Road PO Box 115
1408,St Mary's School,Primary,MOOROOPNA,VIC,3629,03 5825 2858,283,Greater Shepparton (C),145.35422,-36.39605,Catholic,2,121-143 McLennan Street PO Box 259
1412,St Raphael's School,Primary,PRESTON WEST,VIC,3072,03 9478 8374,189,Darebin (C),144.992623,-37.734098,Catholic,2,Cooper Street
1415,St Kevin's College,Pri/Sec,TOORAK,VIC,3142,03 9822 0911,635,Stonnington (C),145.0246967,-37.8353971,Catholic,2,31 Moonga Road
1416,St John the Baptist's School,Primary,KOO WEE RUP,VIC,3981,03 5997 1653,145,Cardinia (S),145.485268,-38.197464,Catholic,2,Station Street PO Box 39
1422,St Vincent de Paul's School,Primary,STRATHMORE,VIC,3041,03 9379 5723,506,Moonee Valley (C),144.92413,-37.742142,Catholic,2,92 - 114 Woodland Street
1425,St Joseph's College Geelong,Secondary,NEWTOWN,VIC,3220,03 5226 8100,275,Greater Geelong (C),144.331863,-38.150205,Catholic,2,135 Aphrasia Street
1429,St Joseph's School,Primary,SPRINGVALE,VIC,3171,03 9546 8223,267,Greater Dandenong (C),145.150344,-37.953229,Catholic,2,33 St John's Avenue
1431,St Bede's College,Secondary,MENTONE,VIC,3194,03 9582 5999,343,Kingston (C),145.068214,-37.991161,Catholic,2,2 Mentone Parade
1438,Holy Name School,Primary,PRESTON EAST,VIC,3073,03 9471 0883,189,Darebin (C),145.018574,-37.730261,Catholic,2,12 Robb Street
1445,Siena College Ltd,Secondary,CAMBERWELL,VIC,3124,03 9835 0200,111,Boroondara (C),145.082575,-37.833662,Catholic,2,815 Riversdale Road
1459,St Bernard's School,Primary,COBURG EAST,VIC,3058,03 9384 8500,525,Moreland (C),144.972708,-37.747422,Catholic,2,36 Patterson Street
1461,St Benedict's School,Primary,BURWOOD,VIC,3125,03 9808 8551,698,Whitehorse (C),145.0973996,-37.84949599,Catholic,2,3-9 Central Avenue
1465,St Oliver Plunkett's School,Primary,PASCOE VALE,VIC,3044,03 9354 5411,525,Moreland (C),144.941855,-37.730886,Catholic,2,1-39 Landells Road PO Box 667
1466,Corpus Christi School,Primary,KINGSVILLE,VIC,3012,03 9314 7303,433,Maribyrnong (C),144.872915,-37.808532,Catholic,2,380 Geelong Road
1470,St Robert's School,Primary,NEWTOWN,VIC,3220,03 5221 1075,275,Greater Geelong (C),144.343009,-38.15641,Catholic,2,13 Nicholas Street
1471,St Bernard's College,Secondary,ESSENDON,VIC,3040,03 9289 1000,506,Moonee Valley (C),144.8832,-37.749392,Catholic,2,41 Rosehill Road
1473,Whitefriars College Inc,Secondary,DONVALE,VIC,3111,03 9872 8200,421,Manningham (C),145.199541,-37.7918,Catholic,2,156 Park Road
1477,St Michael's School,Primary,ASHBURTON,VIC,3147,03 9885 3105,111,Boroondara (C),145.082484,-37.864128,Catholic,2,268 High Street
1480,St Mary's School,Primary,CLARKES HILL,VIC,3352,03 5334 5280,515,Moorabool (S),143.988696,-37.500399,Catholic,2,131 Powells Road
1481,Our Lady of the Sacred Heart College,Secondary,BENTLEIGH,VIC,3204,03 8520 9200,231,Glen Eira (C),145.039942,-37.925723,Catholic,2,111 Jasper Road
1482,St Bede's School,Primary,BALWYN NORTH,VIC,3104,03 8851 4651,111,Boroondara (C),145.070901,-37.793523,Catholic,2,2 Marwal Avenue
1485,Salesian College,Secondary,CHADSTONE,VIC,3148,03 9807 2644,497,Monash (C),145.100257,-37.882735,Catholic,2,10 Bosco Street
1488,St Patrick's School,Primary,NHILL,VIC,3418,03 5391 1575,298,Hindmarsh (S),141.64304,-36.335412,Catholic,2,29 Leahy Street PO Box 113
1489,St Margaret's School,Primary,GEELONG EAST,VIC,3219,03 5229 7453,275,Greater Geelong (C),144.373926,-38.164624,Catholic,2,83 St Albans Road
1490,Mount Scopus Memorial College,Pri/Sec,BURWOOD,VIC,3125,03 9834 0000,698,Whitehorse (C),145.117774,-37.847216,Independent,2,245 Burwood Highway
1493,St Kieran's School,Primary,MOE,VIC,3825,03 5127 3606,381,Latrobe (C),146.253555,-38.179369,Catholic,2,Lloyd Street
1495,Marcellin College,Secondary,BULLEEN,VIC,3105,03 9851 1589,421,Manningham (C),145.082675,-37.774782,Catholic,2,160 Bulleen Road
1497,Marist-Sion College,Secondary,WARRAGUL,VIC,3820,03 5623 5944,83,Baw Baw (S),145.915266,-38.159029,Catholic,2,165 Burke Street
1498,Henderson College,Pri/Sec,IRYMPLE,VIC,3498,03 5024 5192,478,Mildura (RC),142.159259,-34.222606,Independent,2,806-816 Cowra Ave PO Box 491
1499,St Theresa's School,Primary,ALBION,VIC,3020,03 9311 9070,118,Brimbank (C),144.820196,-37.782193,Catholic,2,16 Drummartin Street
1500,St Bernadette's School,Primary,IVANHOE WEST,VIC,3079,03 9499 3914,66,Banyule (C),145.034125,-37.763063,Catholic,2,53 Stanley Street PO Box 3109
1501,St Colman's School,Primary,MORTLAKE,VIC,3272,03 5599 2285,549,Moyne (S),142.8020236,-38.07993674,Catholic,2,46 Dunlop Street PO Box 42
1503,St Agnes' School,Primary,HIGHETT,VIC,3190,03 9532 0344,91,Bayside (C),145.031826,-37.946096,Catholic,2,Peterson Street
1505,Our Lady of the Assumption School,Primary,CHELTENHAM,VIC,3192,03 9584 9488,343,Kingston (C),145.059713,-37.965505,Catholic,2,9 Centre Dandenong Road
1508,Nunawading Christian College-Primary,Primary,NUNAWADING,VIC,3131,03 9878 9927,698,Whitehorse (C),145.17005,-37.82192,Independent,2,Laughlin Ave
1509,Sacred Heart School,Primary,CROYDON,VIC,3136,03 9724 4333,441,Maroondah (C),145.272793,-37.79749,Catholic,2,35 Wicklow Avenue35 Wicklow Avenue PO Box 14935 Wicklow Avenue
1510,St Malachy's School,Primary,EDENHOPE,VIC,3318,03 5585 1396,689,West Wimmera (S),141.300045,-37.034028,Catholic,2,34 Lake Street
1511,Heritage College,Pri/Sec,NARRE WARREN SOUTH,VIC,3805,03 9796 0100,161,Casey (C),145.316519,-38.050215,Independent,2,333 Centre Road PO Box 293
1512,St Mary's School,Primary,ALEXANDRA,VIC,3714,03 5772 1500,562,Murrindindi (S),145.713385,-37.191268,Catholic,2,Myrtle Street PO Box 151
1513,Resurrection House,Primary,ESSENDON,VIC,3040,03 9337 0084,506,Moonee Valley (C),144.905195,-37.756648,Catholic,2,6 Aberfeldie Street
1515,Adass Israel School,Pri/Sec,ELSTERNWICK,VIC,3185,03 9523 6422,231,Glen Eira (C),145.008205,-37.883899,Independent,2,10-12 King Street PO Box 23
1516,Holy Spirit School,Primary,THORNBURY EAST,VIC,3071,03 9480 0391,189,Darebin (C),145.01619,-37.760845,Catholic,2,197 Clarendon Street
1521,Sacred Heart School,Primary,ST ALBANS,VIC,3021,03 9366 0266,118,Brimbank (C),144.800053,-37.73769,Catholic,2,Winifred Street PO Box 252
1522,St Thomas The Apostle School,Primary,BLACKBURN,VIC,3130,03 9878 8268,698,Whitehorse (C),145.157434,-37.823247,Catholic,2,67 Central Road PO Box 395
1523,St Mary's School,Primary,RUSHWORTH,VIC,3612,03 5856 1347,137,Campaspe (S),145.011203,-36.587795,Catholic,2,5-7 Southam Street
1524,St Michael's School,Primary,HEYFIELD,VIC,3858,03 5148 2514,681,Wellington (S),146.7842665,-37.98075149,Catholic,2,Davis Street PO Box 93
1525,St Thomas Aquinas School,Primary,NORLANE,VIC,3214,03 5275 3560,275,Greater Geelong (C),144.35882,-38.090171,Catholic,2,51 Plume Street P.O. Box 291
1526,St Pius X School,Primary,HEIDELBERG WEST,VIC,3081,03 9457 3776,66,Banyule (C),145.04629,-37.746924,Catholic,2,431 Waterdale Road
1527,St Margaret Mary's School,Primary,SPOTSWOOD,VIC,3015,03 9391 3118,311,Hobsons Bay (C),144.877732,-37.829084,Catholic,2,181 Hudsons Road
1528,Monivae College,Secondary,HAMILTON,VIC,3300,03 5551 1200,626,Southern Grampians (S),142.0494536,-37.74203709,Catholic,2,133 Ballarat Road PO Box 423
1529,St Mary Magdalen's School,Primary,CHADSTONE,VIC,3148,03 9807 0315,497,Monash (C),145.101198,-37.879776,Catholic,2,20 Bolwarra Street
1530,St Anthony's School,Primary,NOBLE PARK,VIC,3174,03 9546 0044,267,Greater Dandenong (C),145.172427,-37.97171,Catholic,2,90 Buckley Street
1531,St Peter's School,Primary,CLAYTON,VIC,3168,03 9544 3032,497,Monash (C),145.121859,-37.92314,Catholic,2,16 Mary Street
1532,St Joseph's School,Primary,HOPETOUN,VIC,3396,03 5083 3296,763,Yarriambiack (S),142.362192,-35.72393,Catholic,2,33 Lascelles Street PO Box 186
1533,Yeshivah College,Pri/Sec,ST KILDA EAST,VIC,3183,03 9522 8222,231,Glen Eira (C),145.000341,-37.868122,Independent,2,88 Hotham Street
1534,St John Bosco's School,Primary,NIDDRIE,VIC,3042,03 9337 2314,506,Moonee Valley (C),144.889028,-37.743657,Catholic,2,6 Teague Street 29 Muriel Street
1537,Holy Family School,Primary,BELL PARK,VIC,3215,03 5278 4634,275,Greater Geelong (C),144.338334,-38.111101,Catholic,2,143-147 Separation Street PO Box 5482
1538,Holy Spirit Parish School,Primary,MANIFOLD HEIGHTS,VIC,3218,03 5229 8298,275,Greater Geelong (C),144.329964,-38.135809,Catholic,2,83 Minerva Road
